Date,GDP,CPI
1933-09-01,0.70904691,0.11088112
1933-10-01,0.999161521,0.094640429
1933-11-01,0.753325518,0.081919352
1933-12-01,0.572569156,0.066151412
1934-01-01,0.760108195,0.035798452
1934-02-01,0.744753089,0.022245865
1934-03-01,0.906897488,0.024848968
1934-04-01,0.703900937,0.04129012
1934-05-01,0.621792317,0.052572737
1934-06-01,0.526752474,0.058604871
1934-07-01,0.299690898,0.066258513
1934-08-01,0.270611067,0.072341095
1934-09-01,0.036737649,0.078474724
1934-10-01,0.076915647,0.0756034
1934-11-01,0.009523224,0.066612899
1934-12-01,-0.084539259,0.087084087
1935-01-01,-0.023076017,0.08941652
1935-02-01,-0.032423965,0.096445339
1935-03-01,-0.080138707,0.109823871
1935-04-01,-0.11449958,0.112768343
1935-05-01,-0.147423454,0.108909789
1935-06-01,-0.040418782,0.108234678
1935-07-01,-0.028839833,0.10499682
1935-08-01,0.03233976,0.100818777
1935-09-01,0.137966028,0.094967904
1935-10-01,0.180040654,0.074071809
1935-11-01,0.21242185,0.065665687
1935-12-01,0.332109878,0.063638477
1936-01-01,0.449644006,0.057381598
1936-02-01,0.556592898,0.054837417
1936-03-01,0.712475881,0.054460959
1936-04-01,0.735397123,0.05803175
1936-05-01,0.705626851,0.059977701
1936-06-01,0.513984824,0.057860986
1936-07-01,0.550205591,0.058823251
1936-08-01,0.550259048,0.056773899
1936-09-01,0.639314781,0.057891842
1936-10-01,0.593343496,0.065788835
1936-11-01,0.5395095,0.06505776
1936-12-01,0.574396631,0.065651214
1937-01-01,0.534052583,0.077558107
1937-02-01,0.499808674,0.077112051
1937-03-01,0.502818951,0.07885992
1937-04-01,0.50572535,0.076680825
1937-05-01,0.48132938,0.048228394
1937-06-01,0.300298083,0.037347952
1937-07-01,0.24498599,0.036069068
1937-08-01,0.15367986,2.94E-02
1937-09-01,0.230560414,0.032927964
1937-10-01,0.136309851,0.019318019
1937-11-01,-0.073140334,0.016357002
1937-12-01,-0.18704701,0.011901117
1938-01-01,-0.280179227,0.013220262
1938-02-01,-0.340900062,0.012916615
1938-03-01,-0.346116209,0.016080202
1938-04-01,-0.313291771,0.021002793
1938-05-01,-0.503332548,0.021608442
1938-06-01,-0.423035103,0.031328827
1938-07-01,-0.460423287,0.03752152
1938-08-01,-0.294630115,0.039395906
1938-09-01,-0.22003786,0.044272501
1938-10-01,-0.228912328,0.049887794
1938-11-01,-0.184377656,0.046362626
1938-12-01,-0.061106832,0.057403746
1939-01-01,-0.050068163,0.053535295
1939-02-01,0.063568852,0.056352346
1939-03-01,0.026769021,0.055008351
1939-04-01,0.152295463,0.058465194
1939-05-01,0.019971617,0.064815712
1939-06-01,0.034282439,0.069215365
1939-07-01,0.11101949,0.079768795
1939-08-01,0.022069738,0.075456456
1939-09-01,0.11481851,0.074754198
1939-10-01,0.004977256,0.060621398
1939-11-01,0.265096169,0.016571085
1939-12-01,0.155725655,0.035466913
1940-01-01,0.059487068,0.04417744
1940-02-01,0.080487457,0.05138009
1940-03-01,0.048254264,0.049258843
1940-04-01,0.079398932,0.046085848
1940-05-01,0.109203799,0.053445551
1940-06-01,0.110916972,0.045264245
1940-07-01,-0.142853606,0.027837237
1940-08-01,-0.088528348,0.045028498
1940-09-01,-0.058212453,0.053185189
1940-10-01,-0.038850359,0.055657126
1940-11-01,-0.026087277,0.063136224
1940-12-01,0.020879095,0.06953478
1941-01-01,-0.012058145,0.085729377
1941-02-01,-0.024789719,0.091851769
1941-03-01,-0.076341786,0.089965705
1941-04-01,-0.075855986,0.08142399
1941-05-01,-0.060445215,0.092445199
1941-06-01,-0.081440886,0.092308644
1941-07-01,-0.046128816,0.085187627
1941-08-01,0.008488475,0.089036306
1941-09-01,0.099966004,0.09496296
1941-10-01,0.08252304,0.080495015
1941-11-01,0.07357516,0.071628088
1941-12-01,0.048800132,0.070016046
1942-01-01,0.042884216,0.060407141
1942-02-01,-0.036997442,0.034053557
1942-03-01,-3.7168E-05,0.030313325
1942-04-01,-0.036805333,0.02039909
1942-05-01,-0.101146849,0.023858821
1942-06-01,-0.149551401,0.01443687
1942-07-01,-0.123540615,0.014703787
1942-08-01,-0.097406579,0.013128419
1942-09-01,-0.053276868,0.010119852
1942-10-01,-0.035882541,0.010216055
1942-11-01,-0.011437135,0.010379953
1942-12-01,0.072693191,0.013289462
1943-01-01,0.051302221,0.014574767
1943-02-01,0.123600945,0.019257159
1943-03-01,0.238348732,0.025180958
1943-04-01,0.363988825,0.027111715
1943-05-01,0.486070398,0.027291213
1943-06-01,0.509553527,0.03108633
1943-07-01,0.613251604,0.037887986
1943-08-01,0.622835309,0.040440695
1943-09-01,0.524430101,0.038038769
1943-10-01,0.526861341,0.035910901
1943-11-01,0.540321646,0.034732054
1943-12-01,0.478597455,0.032155004
1944-01-01,0.312123663,0.028409716
1944-02-01,0.342431477,0.027076585
1944-03-01,0.319882488,0.026789482
1944-04-01,0.26686033,0.029448726
1944-05-01,0.244977508,0.02843207
1944-06-01,0.177463987,0.026695071
1944-07-01,0.208252714,0.026263069
1944-08-01,0.239869374,0.024933872
1944-09-01,0.189568235,0.025075663
1944-10-01,0.19375661,0.028510237
1944-11-01,0.181360489,0.028249938
1944-12-01,0.173204402,0.027765311
1945-01-01,0.194815524,0.027984249
1945-02-01,0.258693255,0.027705376
1945-03-01,0.284523951,0.043178847
1945-04-01,0.358732883,0.050956316
1945-05-01,0.268667468,0.057606575
1945-06-01,0.362041887,0.070906705
1945-07-01,0.356060695,0.072099873
1945-08-01,0.351858055,0.077790435
1945-09-01,0.283316056,0.075859766
1945-10-01,0.333389221,0.078665946
1945-11-01,0.381812628,0.082929803
1945-12-01,0.420806039,0.088452764
1946-01-01,0.479080224,0.092059866
1946-02-01,0.450843691,0.078835
1946-03-01,0.521702667,0.079701811
1946-04-01,0.38630733,0.076502383
1946-05-01,0.43687803,0.07300136
1946-06-01,0.467854601,0.053409771
1946-07-01,0.504173017,0.046990539
1946-08-01,0.400174237,0.043981086
1946-09-01,0.32561826,0.033723176
1946-10-01,0.199672284,0.02268312
1946-11-01,0.034559041,0.01436081
1946-12-01,-0.000437021,0.01256043
1947-01-01,-0.026124973,0.00287836
1947-02-01,-0.011003037,0.008582289
1947-03-01,-0.018619563,0.010693956
1947-04-01,-0.067050152,0.01099812
1947-05-01,-0.104692799,0.009560782
1947-06-01,-0.169777328,0.007109955
1947-07-01,-0.187483111,0.008608975
1947-08-01,-0.135911367,0.006613172
1947-09-01,-0.079433878,0.008066574
1947-10-01,-0.086612816,0.012586779
1947-11-01,-0.080486747,0.009171685
1947-12-01,-0.045627569,0.001126048
1948-01-01,-0.048453409,-0.008198487
1948-02-01,0.012581162,-0.022587283
1948-03-01,0.001876415,-0.020714711
1948-04-01,-0.025979511,-0.0174313
1948-05-01,0.07841211,-0.015095351
1948-06-01,0.114421682,-0.01318528
1948-07-01,0.191157083,-0.004169757
1948-08-01,0.185002652,-0.012224805
1948-09-01,0.12167441,-0.011330399
1948-10-01,0.127386553,-0.009205352
1948-11-01,0.083988917,-0.001037635
1948-12-01,0.149097335,0.000720023
1949-01-01,0.019627851,0.010078653
1949-02-01,0.038530734,0.01753061
1949-03-01,0.039343948,0.027145644
1949-04-01,-0.014763798,0.032225238
1949-05-01,0.018489652,0.041161602
1949-06-01,-0.017595417,0.046882293
1949-07-01,-0.062367432,0.05156799
1949-08-01,-0.070202833,0.061467131
1949-09-01,-0.021029278,0.065275786
1949-10-01,0.002699037,0.072332637
1949-11-01,0.031279562,0.069710149
1949-12-01,0.061881863,0.069485902
1950-01-01,0.080995294,0.069163714
1950-02-01,0.155117608,0.073896611
1950-03-01,0.197895689,0.061880256
1950-04-01,0.222932445,0.057250132
1950-05-01,0.246561119,0.051608046
1950-06-01,0.304459876,0.043098984
1950-07-01,0.368623911,0.03742029
1950-08-01,0.273093285,0.027827054
1950-09-01,0.342755664,0.024063763
1950-10-01,0.358210495,0.020800107
1950-11-01,0.396260271,0.013566217
1950-12-01,0.370349513,0.006105405
1951-01-01,0.386843176,0.001828068
1951-02-01,0.453764917,0.001572867
1951-03-01,0.499533102,0.002909836
1951-04-01,0.456404794,-0.005191648
1951-05-01,0.387654593,-0.019933158
1951-06-01,0.436410106,-0.030103547
1951-07-01,0.364307272,-0.039191374
1951-08-01,0.276096169,-0.040828271
1951-09-01,0.356340252,-0.031727153
1951-10-01,0.38967409,-0.022308384
1951-11-01,0.365169756,-0.035479484
1951-12-01,0.290079736,-0.039035619
1952-01-01,0.257036574,-0.043155767
1952-02-01,0.260436851,-0.039531878
1952-03-01,0.257804674,-0.035365397
1952-04-01,0.188717879,-0.034374773
1952-05-01,0.231335152,-0.028728229
1952-06-01,0.137971619,-0.014619775
1952-07-01,0.148667264,-0.007651426
1952-08-01,0.166678902,-0.006282419
1952-09-01,0.161915495,-0.005927428
1952-10-01,0.145141603,-0.007352684
1952-11-01,0.10713382,-0.011203039
1952-12-01,0.0825676,0.005028867
1953-01-01,0.142279268,0.009190277
1953-02-01,0.163126549,0.00954262
1953-03-01,0.152309981,0.001103381
1953-04-01,0.138691809,-0.003360046
1953-05-01,0.107920232,-0.005806624
1953-06-01,0.073543084,-0.010070369
1953-07-01,0.070018457,-0.02673413
1953-08-01,0.042629556,-0.029290448
1953-09-01,0.061934966,-0.012657711
1953-10-01,-0.003604682,-0.013187036
1953-11-01,-0.018108601,-0.005396329
1953-12-01,0.023898462,0.014713111
1954-01-01,0.034185276,0.016173512
1954-02-01,0.02112791,0.028234126
1954-03-01,0.091099129,0.044548918
1954-04-01,0.099906117,0.053057835
1954-05-01,0.135426605,0.06960496
1954-06-01,0.173690032,0.081700139
1954-07-01,0.224289922,0.080120783
1954-08-01,0.231830131,0.084522357
1954-09-01,0.31535508,0.095101685
1954-10-01,0.284677037,0.091553542
1954-11-01,0.368659925,0.090279228
1954-12-01,0.346553158,0.08431794
1955-01-01,0.465619383,0.07757363
1955-02-01,0.555716707,0.069580718
1955-03-01,0.527516892,0.05093276
1955-04-01,0.541693573,0.040343888
1955-05-01,0.501659818,0.03152556
1955-06-01,0.499702143,0.017296686
1955-07-01,0.46855665,0.011600746
1955-08-01,0.532341437,0.004994104
1955-09-01,0.52671588,-0.009326885
1955-10-01,0.448105646,-0.017647342
1955-11-01,0.399933211,-0.019489862
1955-12-01,0.340466987,-0.011737278
1956-01-01,0.352644188,-0.011330389
1956-02-01,0.354267819,-0.016434954
1956-03-01,0.268911345,-0.01624983
1956-04-01,0.249303797,-0.010033473
1956-05-01,0.281415996,-0.019249556
1956-06-01,0.286093129,-0.035550661
1956-07-01,0.189851051,-0.023726929
1956-08-01,0.166058072,-0.015470204
1956-09-01,0.201190716,-0.023216819
1956-10-01,0.16838532,-0.04078986
1956-11-01,0.111775215,-0.043790806
1956-12-01,0.084253435,-0.039237625
1957-01-01,0.062825817,-0.05153424
1957-02-01,0.106019798,-0.058355542
1957-03-01,0.095076167,-0.050347861
1957-04-01,0.062593468,-0.03470763
1957-05-01,0.066654771,-0.035174946
1957-06-01,0.112760889,-0.034555584
1957-07-01,0.134951672,-0.03498322
1957-08-01,0.133482589,-0.041124852
1957-09-01,0.133683168,-0.042214493
1957-10-01,0.083386509,-0.031877472
1957-11-01,-0.00704335,-0.019314271
1957-12-01,-0.064508593,-0.01298397
1958-01-01,-0.029866937,0.014209908
1958-02-01,-0.07407572,0.065195801
1958-03-01,-0.030750615,0.078152523
1958-04-01,-0.063905857,0.08334507
1958-05-01,-0.031611391,0.090367006
1958-06-01,-0.023452106,0.10034613
1958-07-01,-0.007550574,0.097091814
1958-08-01,0.017601882,0.090848903
1958-09-01,0.075311141,0.066899615
1958-10-01,0.115198682,0.031648612
1958-11-01,0.176898917,0.004792882
1958-12-01,0.226544068,-0.007053017
1959-01-01,0.269205324,-0.010417839
1959-02-01,0.367883023,-0.029935792
1959-03-01,0.398469099,-0.040158306
1959-04-01,0.436576624,-0.045402454
1959-05-01,0.443640026,-0.056394725
1959-06-01,0.480408925,-0.072348867
1959-07-01,0.482802371,-0.089511975
1959-08-01,0.451814117,-0.090555497
1959-09-01,0.440940697,-0.089262692
1959-10-01,0.456581733,-0.085292034
1959-11-01,0.32645679,-0.096576561
1959-12-01,0.385907208,-0.076967878
1960-01-01,0.333029876,-0.068319964
1960-02-01,0.355055541,-0.07225907
1960-03-01,0.243279085,-0.059573573
1960-04-01,0.200540594,-0.027406381
1960-05-01,0.154652675,0.003544957
1960-06-01,0.120980326,0.011512945
1960-07-01,0.114804955,0.016094184
1960-08-01,0.129386089,0.04539308
1960-09-01,0.079787117,0.07718352
1960-10-01,0.097619003,0.096373475
1960-11-01,0.027591011,0.108969173
1960-12-01,0.004997166,0.112955803
1961-01-01,0.015539221,0.117408648
1961-02-01,0.056491075,0.128650124
1961-03-01,0.128377038,0.126149379
1961-04-01,0.165456944,0.128576262
1961-05-01,0.203251883,0.126278973
1961-06-01,0.224655498,0.111507622
1961-07-01,0.217016058,0.10682912
1961-08-01,0.171372641,0.080025264
1961-09-01,0.198762486,0.064429907
1961-10-01,0.220691772,0.04253348
1961-11-01,0.188981335,0.037511401
1961-12-01,0.195103369,0.03499881
1962-01-01,0.217942352,0.025427359
1962-02-01,0.218132514,0.007299466
1962-03-01,0.154715763,0.001149189
1962-04-01,0.157651103,0.00831728
1962-05-01,0.129765089,0.02146587
1962-06-01,0.077934327,0.023752965
1962-07-01,-0.028757236,0.023502241
1962-08-01,-0.100092577,0.017968497
1962-09-01,-0.077437197,0.018102953
1962-10-01,-0.070966514,0.028273582
1962-11-01,-0.086290898,0.035026709
1962-12-01,-0.09543713,0.042110495
1963-01-01,-0.017540847,0.046187067
1963-02-01,0.012448327,0.055249395
1963-03-01,0.051752398,0.053230732
1963-04-01,0.053738449,0.046641204
1963-05-01,0.090358507,0.044885976
1963-06-01,0.13752811,0.044547618
1963-07-01,0.183269142,0.04293568
1963-08-01,0.179069652,0.038219002
1963-09-01,0.197791612,0.03540541
1963-10-01,0.261313482,0.030637359
1963-11-01,0.248707211,0.023674635
1963-12-01,0.30459755,0.015691328
1964-01-01,0.274265515,0.021078643
1964-02-01,0.27941124,0.015512047
1964-03-01,0.242624695,0.014799006
1964-04-01,0.24897208,0.012396692
1964-05-01,0.252164268,0.00950842
1964-06-01,0.240607929,0.011880881
1964-07-01,0.199669008,0.016347033
1964-08-01,0.209316293,0.022214876
1964-09-01,0.211806209,0.022871194
1964-10-01,0.196802192,0.024491429
1964-11-01,0.213172019,0.030108858
1964-12-01,0.182922171,0.034788075
1965-01-01,0.159584186,0.034524117
1965-02-01,0.141243511,0.037031895
1965-03-01,0.190589447,0.040527698
1965-04-01,0.174402753,0.039468395
1965-05-01,0.153837606,0.041901051
1965-06-01,0.184241915,0.041619232
1965-07-01,0.152721357,0.039847525
1965-08-01,0.077899302,0.042525799
1965-09-01,0.088364734,0.040129153
1965-10-01,0.1091636,0.035504855
1965-11-01,0.143892707,0.028253458
1965-12-01,0.176515813,0.022311672
1966-01-01,0.173759476,0.016008515
1966-02-01,0.17767538,0.001806579
1966-03-01,0.207038362,0.001668503
1966-04-01,0.198966586,-0.023814932
1966-05-01,0.168336233,-0.000297834
1966-06-01,0.183956544,-0.006525869
1966-07-01,0.145245029,-0.006620873
1966-08-01,0.111056445,-0.018511878
1966-09-01,0.038750186,-0.022835409
1966-10-01,-0.040361697,-0.043644408
1966-11-01,-0.043798473,-0.014166043
1966-12-01,-0.057776767,-0.006496289
1967-01-01,-0.029710017,-0.011968673
1967-02-01,-0.028306806,0.029840317
1967-03-01,0.026101469,0.04135761
1967-04-01,0.019733328,0.026849162
1967-05-01,0.061447145,0.047540169
1967-06-01,0.112596883,0.027332673
1967-07-01,0.093334159,0.029633609
1967-08-01,0.144902066,-0.001669373
1967-09-01,0.201766834,0.002963442
1967-10-01,0.228736182,-0.004768715
1967-11-01,0.300338967,-0.013228685
1967-12-01,0.301852754,-0.042245584
1968-01-01,0.247433579,-0.051848352
1968-02-01,0.294951298,-0.05228295
1968-03-01,0.270916899,-0.006017828
1968-04-01,0.207089715,-0.011089588
1968-05-01,0.202689179,-0.028426238
1968-06-01,0.277293405,-0.026894508
1968-07-01,0.269960379,-0.03434796
1968-08-01,0.26523136,-0.016815163
1968-09-01,0.217728792,0.009982002
1968-10-01,0.234796631,0.016769937
1968-11-01,0.273006272,0.018441052
1968-12-01,0.257052936,0.012884121
1969-01-01,0.311339228,0.001269751
1969-02-01,0.297880503,-0.0250494
1969-03-01,0.280345949,-0.02253004
1969-04-01,0.164144008,-0.02140834
1969-05-01,0.174709595,-0.020533057
1969-06-01,0.173912743,-0.011803373
1969-07-01,0.141887939,-0.038148718
1969-08-01,0.035108531,-0.05047863
1969-09-01,-0.057469446,-0.044717672
1969-10-01,-0.025025929,-0.049555264
1969-11-01,-0.048565277,-0.085659981
1969-12-01,-0.043677083,-0.038701758
1970-01-01,-0.050809379,-0.054529743
1970-02-01,-0.067257649,-0.086389107
1970-03-01,-0.100559432,-0.073497855
1970-04-01,-0.132442599,-0.005923206
1970-05-01,-0.111288527,-0.010095618
1970-06-01,-0.177711345,-0.055013005
1970-07-01,-0.24876296,-0.056719971
1970-08-01,-0.21309516,-0.027776346
1970-09-01,-0.184647547,-0.003325479
1970-10-01,-0.137551234,-0.006461574
1970-11-01,-0.088919707,0.017082903
1970-12-01,-0.074825826,0.021782074
1971-01-01,-0.098094729,0.091373566
1971-02-01,-0.019771917,0.091663304
1971-03-01,0.047165694,0.136388753
1971-04-01,0.068350498,0.145390218
1971-05-01,0.144435055,0.208440738
1971-06-01,0.24980194,0.16212254
1971-07-01,0.282780797,0.145165511
1971-08-01,0.275172012,0.123087115
1971-09-01,0.348242636,0.111575188
1971-10-01,0.346751719,0.152334241
1971-11-01,0.358327369,0.176794469
1971-12-01,0.31619827,0.182444854
1972-01-01,0.316327,0.165643153
1972-02-01,0.398891273,0.150561231
1972-03-01,0.437968417,0.123935006
1972-04-01,0.475125826,0.123200213
1972-05-01,0.469885253,0.113142925
1972-06-01,0.458257381,0.110433555
1972-07-01,0.398829253,0.111271981
1972-08-01,0.288518424,0.100452903
1972-09-01,0.332158989,0.098636969
1972-10-01,0.339421097,0.074652088
1972-11-01,0.257659559,0.06472002
1972-12-01,0.253429967,0.080156314
1973-01-01,0.277302699,0.090706183
1973-02-01,0.233895743,0.079278194
1973-03-01,0.175432324,0.066500693
1973-04-01,0.170321169,0.057071792
1973-05-01,0.126236842,0.046471916
1973-06-01,0.091847192,0.048619343
1973-07-01,0.049141744,0.043913539
1973-08-01,0.020665695,0.036611644
1973-09-01,-0.01592265,-0.003802136
1973-10-01,-0.055101939,0.009552354
1973-11-01,-0.036635626,0.040308898
1973-12-01,0.00014431,0.042284377
1974-01-01,-0.132810727,0.038806494
1974-02-01,-0.163668913,0.020131831
1974-03-01,-0.16154021,0.02823625
1974-04-01,-0.120793755,0.021719767
1974-05-01,-0.169876622,-0.010941899
1974-06-01,-0.150184394,-0.026134796
1974-07-01,-0.214513932,-0.018087031
1974-08-01,-0.260719307,-0.02796843
1974-09-01,-0.268888551,-0.039926383
1974-10-01,-0.363747374,-0.065883646
1974-11-01,-0.397204284,-0.051499925
1974-12-01,-0.356456683,-0.004951342
1975-01-01,-0.373221919,0.025689499
1975-02-01,-0.37296944,0.037801617
1975-03-01,-0.257834118,0.062903761
1975-04-01,-0.158031719,0.081135073
1975-05-01,-0.147835463,0.058343247
1975-06-01,-0.076376892,0.046902829
1975-07-01,-0.019769469,0.078660821
1975-08-01,0.021240141,0.110770966
1975-09-01,0.025074744,0.108512307
1975-10-01,0.047767387,0.096693984
1975-11-01,0.054501952,0.085939343
1975-12-01,0.160510876,0.121427546
1976-01-01,0.203097826,0.103495212
1976-02-01,0.235420827,0.125637237
1976-03-01,0.337353687,0.135981897
1976-04-01,0.345529809,0.136312905
1976-05-01,0.306795873,0.13533989
1976-06-01,0.275094028,0.124991814
1976-07-01,0.218803335,0.098904337
1976-08-01,0.238352542,0.116846041
1976-09-01,0.202099171,0.118381443
1976-10-01,0.186434731,0.134867675
1976-11-01,0.161902603,0.149524125
1976-12-01,0.084880232,0.147479752
1977-01-01,0.098720642,0.169067392
1977-02-01,0.180273615,0.19483372
1977-03-01,0.164769096,0.148660152
1977-04-01,0.148212939,0.138849615
1977-05-01,0.131446834,0.135324458
1977-06-01,0.122836642,0.133667418
1977-07-01,0.100959517,0.132484187
1977-08-01,0.11847986,0.139356874
1977-09-01,0.118538436,0.123283375
1977-10-01,0.136423334,0.128746246
1977-11-01,0.140628703,0.112711353
1977-12-01,0.131116679,0.094024689
1978-01-01,0.115764108,0.09343143
1978-02-01,0.170311037,0.070431201
1978-03-01,0.151893418,0.049400829
1978-04-01,0.123623839,0.038141409
1978-05-01,0.17315008,0.025967748
1978-06-01,0.186276658,0.018522147
1978-07-01,0.230202564,0.004846941
1978-08-01,0.235259096,-0.006504253
1978-09-01,0.307710446,0.00545433
1978-10-01,0.335247775,0.018037786
1978-11-01,0.338822639,0.004479259
1978-12-01,0.322802086,-0.018209673
1979-01-01,0.20380748,-0.005320729
1979-02-01,0.276585474,-0.015062271
1979-03-01,0.280508515,0.004801688
1979-04-01,0.261529375,-0.010259382
1979-05-01,0.279737729,0.006787119
1979-06-01,0.263163326,-0.004002223
1979-07-01,0.209007527,0.017361796
1979-08-01,0.212596349,0.052920735
1979-09-01,0.204182371,0.045455751
1979-10-01,0.244367568,0.042196125
1979-11-01,0.248093263,0.033736948
1979-12-01,0.110153597,-0.05035268
1980-01-01,0.121869006,-0.033304607
1980-02-01,0.162856872,-0.028728263
1980-03-01,0.20831878,-0.103966538
1980-04-01,0.192138345,-0.17971425
1980-05-01,0.061256118,-0.178147656
1980-06-01,0.122239409,-0.070248317
1980-07-01,0.156463141,-0.022502415
1980-08-01,0.191416727,0.018231154
1980-09-01,0.209661458,-0.042254881
1980-10-01,0.258799871,-0.067858906
1980-11-01,0.268842633,-0.09013041
1980-12-01,0.280520211,-0.109731555
1981-01-01,0.287531679,-0.091219836
1981-02-01,0.329290382,-0.038196723
1981-03-01,0.287048242,-0.040169437
1981-04-01,0.268263904,-0.075396576
1981-05-01,0.321383368,-0.04235595
1981-06-01,0.341138505,-0.095389131
1981-07-01,0.258709149,-0.04440569
1981-08-01,0.258517398,-0.045909464
1981-09-01,0.187709234,-0.07119881
1981-10-01,0.170249626,-0.110457915
1981-11-01,0.032394175,-0.132626229
1981-12-01,0.039774809,-0.080468925
1982-01-01,0.118907614,0.038792802
1982-02-01,0.056897956,0.004343046
1982-03-01,0.014063269,0.018143334
1982-04-01,-0.043971443,0.044514445
1982-05-01,-0.091334696,0.074011007
1982-06-01,-0.049895887,0.116397114
1982-07-01,-0.075125176,0.137334133
1982-08-01,-0.129115909,0.118504796
1982-09-01,-0.117404898,0.179321318
1982-10-01,-0.09286229,0.268260609
1982-11-01,-0.07429779,0.34663658
1982-12-01,-0.014540081,0.448256606
1983-01-01,0.089062364,0.486362999
1983-02-01,0.163399519,0.525219988
1983-03-01,0.190256451,0.447446339
1983-04-01,0.254538293,0.49986274
1983-05-01,0.30528163,0.464102953
1983-06-01,0.388339933,0.484886047
1983-07-01,0.408426137,0.386069336
1983-08-01,0.454177086,0.364317215
1983-09-01,0.457607726,0.245445061
1983-10-01,0.418880055,0.195496342
1983-11-01,0.43832701,0.21168242
1983-12-01,0.392135641,0.153134791
1984-01-01,0.383611363,0.136593711
1984-02-01,0.383082845,0.095275254
1984-03-01,0.340556478,0.07529029
1984-04-01,0.263816004,0.0276368
1984-05-01,0.257365657,-0.012055797
1984-06-01,0.182793663,-0.035136801
1984-07-01,0.069181567,-0.092768825
1984-08-01,0.058325145,-0.071694423
1984-09-01,0.005949577,-0.004418971
1984-10-01,0.085599331,0.030624588
1984-11-01,0.059049642,0.062635917
1984-12-01,0.069914994,0.129844416
1985-01-01,0.060164254,0.152917988
1985-02-01,0.08216697,0.171458813
1985-03-01,0.127034281,0.222178452
1985-04-01,0.131692961,0.171014146
1985-05-01,0.190893149,0.210951282
1985-06-01,0.179344565,0.240397037
1985-07-01,0.219501316,0.346671974
1985-08-01,0.250830003,0.36414789
1985-09-01,0.301852672,0.330407113
1985-10-01,0.310278969,0.351333639
1985-11-01,0.324246054,0.330597873
1985-12-01,0.345574268,0.348205304
1986-01-01,0.405512168,0.389408185
1986-02-01,0.431177704,0.445771934
1986-03-01,0.453082848,0.41049972
1986-04-01,0.530552043,0.543019725
1986-05-01,0.617715779,0.661519605
1986-06-01,0.651491475,0.629114612
1986-07-01,0.561517159,0.557548766
1986-08-01,0.62947077,0.632930905
1986-09-01,0.54819277,0.567956502
1986-10-01,0.613273535,0.590638078
1986-11-01,0.514358379,0.477910986
1986-12-01,0.418813601,0.442611708
1987-01-01,0.447720493,0.427508988
1987-02-01,0.410822645,0.361471246
1987-03-01,0.42985321,0.323856284
1987-04-01,0.448250123,0.289122907
1987-05-01,0.463360819,0.217440044
1987-06-01,0.463155956,0.116622422
1987-07-01,0.408438253,0.059572812
1987-08-01,0.413864792,0.045208123
1987-09-01,0.439583474,0.010461913
1987-10-01,0.470627973,-0.029985891
1987-11-01,0.464970955,-0.079342249
1987-12-01,0.159457399,-0.031618877
1988-01-01,0.09531287,-0.033856374
1988-02-01,0.113316554,-0.02594597
